CensusYear,Industry,County,WorkingPopulation,Population,MeanIncome,pctIndustryEmployement
2016,Wholesale and retail trade,Offaly,4198.0,77961.0,35901.0,5.384743653878221
2011,Wholesale and retail trade,Westmeath,5105.0,86164.0,37076.0,5.92474815468177
2016,Wholesale and retail trade,Westmeath,5154.0,88770.0,37856.0,5.806015545792498
2011,Wholesale and retail trade,Wexford,8643.0,145320.0,33672.0,5.947563996696944
2016,Wholesale and retail trade,Wexford,8701.0,149722.0,34430.0,5.811437196938326
2011,Wholesale and retail trade,Wicklow,8057.0,136640.0,41725.0,5.8965163934426235
2016,Wholesale and retail trade,Wicklow,8140.0,142425.0,43075.0,5.715288748464104
2011,Wholesale and retail trade,Clare,5621.0,117196.0,38592.0,4.796238779480529
2016,Wholesale and retail trade,Clare,5523.0,118817.0,39716.0,4.648324734676015
2011,Wholesale and retail trade,Cork,30542.0,519032.0,39169.0,5.884415604432867
2016,Wholesale and retail trade,Cork,30849.0,542868.0,41122.0,5.6825968743783015
2011,Wholesale and retail trade,Kerry,8300.0,145502.0,34455.0,5.704388943107311
2016,Wholesale and retail trade,Kerry,8250.0,147707.0,34700.0,5.585381870865971
2011,Wholesale and retail trade,Limerick,10865.0,191809.0,38156.0,5.664489153272266
2016,Wholesale and retail trade,Limerick,10567.0,194899.0,39464.0,5.421782564302536
2011,Wholesale and retail trade,Tipperary,9026.0,158754.0,35722.0,5.685526033989695
2016,Wholesale and retail trade,Tipperary,8731.0,159553.0,36390.0,5.47216285497609
2011,Wholesale and retail trade,Waterford,6012.0,113795.0,36959.0,5.283184674194824
2016,Wholesale and retail trade,Waterford,6063.0,116176.0,37279.0,5.21880594959372
2011,Wholesale and retail trade,Galway,13428.0,250653.0,37499.0,5.357206975380307
2016,Wholesale and retail trade,Galway,13311.0,258058.0,39042.0,5.158142743104263
2011,Wholesale and retail trade,Leitrim,1538.0,31798.0,34461.0,4.836782187558966
2016,Wholesale and retail trade,Leitrim,1534.0,32044.0,34848.0,4.787167644488828
2011,Wholesale and retail trade,Mayo,7675.0,130638.0,34117.0,5.8750133957960164
2016,Wholesale and retail trade,Mayo,7400.0,130507.0,35036.0,5.6701939359574585
2011,Wholesale and retail trade,Roscommon,3660.0,64065.0,35515.0,5.712947787403419
2016,Wholesale and retail trade,Roscommon,3585.0,64544.0,36199.0,5.554350520575111
2011,Wholesale and retail trade,Sligo,3528.0,65393.0,36340.0,5.3950728671264505
2016,Wholesale and retail trade,Sligo,3291.0,65535.0,37071.0,5.021744106202792
2011,Wholesale and retail trade,Cavan,3758.0,73183.0,34489.0,5.135072352868836
2016,Wholesale and retail trade,Cavan,3965.0,76176.0,35327.0,5.205051459777358
2011,Wholesale and retail trade,Donegal,7896.0,161137.0,31776.0,4.900178109310711
2016,Wholesale and retail trade,Donegal,7866.0,159192.0,31683.0,4.941203075531433
2011,Wholesale and retail trade,Monaghan,3654.0,60483.0,32502.0,6.041366995684737
2016,Wholesale and retail trade,Monaghan,3965.0,61386.0,32297.0,6.459127488352393
2011,Hotels and restaurants,Carlow,1078.0,54612.0,34815.0,1.9739251446568522
2016,Hotels and restaurants,Carlow,1210.0,56932.0,35234.0,2.125342513876203
2011,Hotels and restaurants,Dublin,29309.0,1273069.0,44243.0,2.302231850748074
2016,Hotels and restaurants,Dublin,33989.0,1347359.0,46976.0,2.522638732513012
2011,Hotels and restaurants,Kildare,3875.0,210312.0,42084.0,1.84250066567766
2016,Hotels and restaurants,Kildare,4436.0,222504.0,44092.0,1.9936720238737282
2011,Hotels and restaurants,Kilkenny,2330.0,95419.0,36856.0,2.4418616837317515
2016,Hotels and restaurants,Kilkenny,2575.0,99232.0,37338.0,2.5949290551435023
2011,Hotels and restaurants,Laois,1497.0,80559.0,37253.0,1.8582653707220793
2016,Hotels and restaurants,Laois,1711.0,84697.0,37703.0,2.0201423899311663
2011,Hotels and restaurants,Longford,558.0,39000.0,33473.0,1.4307692307692308
2016,Hotels and restaurants,Longford,619.0,40873.0,34144.0,1.5144471900765786
2011,Hotels and restaurants,Louth,2353.0,122897.0,36209.0,1.9146114225733744
2016,Hotels and restaurants,Louth,2698.0,128884.0,37147.0,2.0933552651997145
2011,Hotels and restaurants,Meath,3462.0,184135.0,41083.0,1.8801422869090614
2016,Hotels and restaurants,Meath,3893.0,195044.0,42755.0,1.995959885974447
2011,Hotels and restaurants,Offaly,1368.0,76687.0,35380.0,1.7838747114895617
2016,Hotels and restaurants,Offaly,1421.0,77961.0,35901.0,1.8227062249073254
2011,Hotels and restaurants,Westmeath,1808.0,86164.0,37076.0,2.09832412608514
2016,Hotels and restaurants,Westmeath,1980.0,88770.0,37856.0,2.2304832713754648
2011,Hotels and restaurants,Wexford,3546.0,145320.0,33672.0,2.440132122213047
2016,Hotels and restaurants,Wexford,3924.0,149722.0,34430.0,2.620857322237213
2011,Hotels and restaurants,Wicklow,2981.0,136640.0,41725.0,2.181645199063232
2016,Hotels and restaurants,Wicklow,3451.0,142425.0,43075.0,2.423029664735826
2011,Hotels and restaurants,Clare,2962.0,117196.0,38592.0,2.5273900133110345
2016,Hotels and restaurants,Clare,3360.0,118817.0,39716.0,2.827878165582366
2011,Hotels and restaurants,Cork,11613.0,519032.0,39169.0,2.2374343007752895
2016,Hotels and restaurants,Cork,12819.0,542868.0,41122.0,2.3613475098919072
2011,Hotels and restaurants,Kerry,5483.0,145502.0,34455.0,3.7683330813322153
2016,Hotels and restaurants,Kerry,6450.0,147707.0,34700.0,4.366753099040668
2011,Hotels and restaurants,Limerick,4067.0,191809.0,38156.0,2.1203384616988776
2016,Hotels and restaurants,Limerick,4302.0,194899.0,39464.0,2.207297112863586
2011,Hotels and restaurants,Tipperary,2841.0,158754.0,35722.0,1.7895612079065724
2016,Hotels and restaurants,Tipperary,2921.0,159553.0,36390.0,1.8307396288380664
2011,Hotels and restaurants,Waterford,2496.0,113795.0,36959.0,2.1934179884880707
2016,Hotels and restaurants,Waterford,2761.0,116176.0,37279.0,2.3765665886241565
2011,Hotels and restaurants,Galway,6635.0,250653.0,37499.0,2.647085811859423
2016,Hotels and restaurants,Galway,7447.0,258058.0,39042.0,2.8857853660804933
2011,Hotels and restaurants,Leitrim,734.0,31798.0,34461.0,2.3083212780678033
2016,Hotels and restaurants,Leitrim,825.0,32044.0,34848.0,2.574584945699663
2011,Hotels and restaurants,Mayo,3481.0,130638.0,34117.0,2.664615196191001
2016,Hotels and restaurants,Mayo,3889.0,130507.0,35036.0,2.9799167860727778
2011,Hotels and restaurants,Roscommon,1168.0,64065.0,35515.0,1.823148364941856
2016,Hotels and restaurants,Roscommon,1184.0,64544.0,36199.0,1.8344075359444718
2011,Hotels and restaurants,Sligo,1606.0,65393.0,36340.0,2.455920358448152
2016,Hotels and restaurants,Sligo,1731.0,65535.0,37071.0,2.6413366903181505
2011,Hotels and restaurants,Cavan,1418.0,73183.0,34489.0,1.9376084609813753
2016,Hotels and restaurants,Cavan,1591.0,76176.0,35327.0,2.0885843310228944
2011,Hotels and restaurants,Donegal,3838.0,161137.0,31776.0,2.381824162048443
2016,Hotels and restaurants,Donegal,4602.0,159192.0,31683.0,2.8908487863711745
2011,Hotels and restaurants,Monaghan,1053.0,60483.0,32502.0,1.7409850701850107
2016,Hotels and restaurants,Monaghan,1129.0,61386.0,32297.0,1.839181572345486
2011,"Transport, storage and communications",Carlow,791.0,54612.0,34815.0,1.4483996191313264
2016,"Transport, storage and communications",Carlow,1186.0,56932.0,35234.0,2.0831869598819646
2011,"Transport, storage and communications",Dublin,38001.0,1273069.0,44243.0,2.9849913869554596
2016,"Transport, storage and communications",Dublin,76734.0,1347359.0,46976.0,5.695141383996396
2011,"Transport, storage and communications",Kildare,4941.0,210312.0,42084.0,2.3493666552550496
2016,"Transport, storage and communications",Kildare,8272.0,222504.0,44092.0,3.717685974184734
2011,"Transport, storage and communications",Kilkenny,1470.0,95419.0,36856.0,1.540573680294281
2016,"Transport, storage and communications",Kilkenny,1991.0,99232.0,37338.0,2.0064092228313446
2011,"Transport, storage and communications",Laois,1716.0,80559.0,37253.0,2.130115815737534
2016,"Transport, storage and communications",Laois,2286.0,84697.0,37703.0,2.6990330236017805
2011,"Transport, storage and communications",Longford,564.0,39000.0,33473.0,1.4461538461538461
2016,"Transport, storage and communications",Longford,756.0,40873.0,34144.0,1.8496317862647715
2011,"Transport, storage and communications",Louth,2675.0,122897.0,36209.0,2.176619445551966
2016,"Transport, storage and communications",Louth,3948.0,128884.0,37147.0,3.0632196393656312
2011,"Transport, storage and communications",Meath,5241.0,184135.0,41083.0,2.8462812610313084
2016,"Transport, storage and communications",Meath,7975.0,195044.0,42755.0,4.088820983983101
2011,"Transport, storage and communications",Offaly,1099.0,76687.0,35380.0,1.4330981783092311
2016,"Transport, storage and communications",Offaly,1497.0,77961.0,35901.0,1.920190864663101
2011,"Transport, storage and communications",Westmeath,1593.0,86164.0,37076.0,1.84879996286152
2016,"Transport, storage and communications",Westmeath,2426.0,88770.0,37856.0,2.7329052607863016
2011,"Transport, storage and communications",Wexford,2422.0,145320.0,33672.0,1.6666666666666667
2016,"Transport, storage and communications",Wexford,3492.0,149722.0,34430.0,2.3323225711652262
2011,"Transport, storage and communications",Wicklow,2305.0,136640.0,41725.0,1.6869145199063234
2016,"Transport, storage and communications",Wicklow,5086.0,142425.0,43075.0,3.5710022819027554
2011,"Transport, storage and communications",Clare,2827.0,117196.0,38592.0,2.4121983685450017
2016,"Transport, storage and communications",Clare,3931.0,118817.0,39716.0,3.308449127650084
2011,"Transport, storage and communications",Cork,9662.0,519032.0,39169.0,1.8615422555834709
2016,"Transport, storage and communications",Cork,18127.0,542868.0,41122.0,3.3391174281777523
2011,"Transport, storage and communications",Kerry,2042.0,145502.0,34455.0,1.4034171351596543
2016,"Transport, storage and communications",Kerry,2761.0,147707.0,34700.0,1.8692411327831449
2011,"Transport, storage and communications",Limerick,3833.0,191809.0,38156.0,1.9983421007356277
2016,"Transport, storage and communications",Limerick,5652.0,194899.0,39464.0,2.899963570875171
2011,"Transport, storage and communications",Tipperary,2253.0,158754.0,35722.0,1.4191768396386863
2016,"Transport, storage and communications",Tipperary,3013.0,159553.0,36390.0,1.8884007195101316
2011,"Transport, storage and communications",Waterford,1926.0,113795.0,36959.0,1.6925172459246893
2016,"Transport, storage and communications",Waterford,2383.0,116176.0,37279.0,2.0511981820685854
2011,"Transport, storage and communications",Galway,3902.0,250653.0,37499.0,1.5567338112849238
2016,"Transport, storage and communications",Galway,7592.0,258058.0,39042.0,2.9419742848506925
2011,"Transport, storage and communications",Leitrim,410.0,31798.0,34461.0,1.2893892697653941
2016,"Transport, storage and communications",Leitrim,567.0,32044.0,34848.0,1.7694420172263137
2011,"Transport, storage and communications",Mayo,1697.0,130638.0,34117.0,1.299009476568839
2016,"Transport, storage and communications",Mayo,2278.0,130507.0,35036.0,1.7455002413663636
2011,"Transport, storage and communications",Roscommon,1079.0,64065.0,35515.0,1.6842269569968
2016,"Transport, storage and communications",Roscommon,1404.0,64544.0,36199.0,2.175260287555776
2011,"Transport, storage and communications",Sligo,977.0,65393.0,36340.0,1.4940437049837139
2016,"Transport, storage and communications",Sligo,1224.0,65535.0,37071.0,1.867704280155642
2011,"Transport, storage and communications",Cavan,1054.0,73183.0,34489.0,1.4402251889099926
2016,"Transport, storage and communications",Cavan,1461.0,76176.0,35327.0,1.9179269061121613
2011,"Transport, storage and communications",Donegal,2070.0,161137.0,31776.0,1.2846211608755282
2016,"Transport, storage and communications",Donegal,3841.0,159192.0,31683.0,2.412809688929092
2011,"Transport, storage and communications",Monaghan,1019.0,60483.0,32502.0,1.684770927368021
2016,"Transport, storage and communications",Monaghan,1311.0,61386.0,32297.0,2.1356661127944485
2011,Banking and financial services,Carlow,588.0,54612.0,34815.0,1.076686442540101
2016,Banking and financial services,Carlow,594.0,56932.0,35234.0,1.0433499613574089
2011,Banking and financial services,Dublin,48606.0,1273069.0,44243.0,3.818017719385202
2016,Banking and financial services,Dublin,48485.0,1347359.0,46976.0,3.59852125528534
2011,Banking and financial services,Kildare,4719.0,210312.0,42084.0,2.243809197763323
2016,Banking and financial services,Kildare,4796.0,222504.0,44092.0,2.1554668680113616
2011,Banking and financial services,Kilkenny,1659.0,95419.0,36856.0,1.7386474391892601
2016,Banking and financial services,Kilkenny,1901.0,99232.0,37338.0,1.9157126733311836
2011,Banking and financial services,Laois,991.0,80559.0,37253.0,1.2301542968507555
2016,Banking and financial services,Laois,906.0,84697.0,37703.0,1.0696955027923067
2011,Banking and financial services,Longford,333.0,39000.0,33473.0,0.8538461538461538
2016,Banking and financial services,Longford,269.0,40873.0,34144.0,0.6581361779169623
2011,Banking and financial services,Louth,1766.0,122897.0,36209.0,1.4369756788204757
2016,Banking and financial services,Louth,2455.0,128884.0,37147.0,1.9048136308618604
2011,Banking and financial services,Meath,3966.0,184135.0,41083.0,2.1538545089200856
2016,Banking and financial services,Meath,3826.0,195044.0,42755.0,1.961608662660733
2011,Banking and financial services,Offaly,719.0,76687.0,35380.0,0.9375774251176863
2016,Banking and financial services,Offaly,628.0,77961.0,35901.0,0.8055309706135119
2011,Banking and financial services,Westmeath,983.0,86164.0,37076.0,1.1408476858084584
2016,Banking and financial services,Westmeath,898.0,88770.0,37856.0,1.0116030190379632
2011,Banking and financial services,Wexford,1978.0,145320.0,33672.0,1.3611340489953205
2016,Banking and financial services,Wexford,1873.0,149722.0,34430.0,1.2509851591616463
2011,Banking and financial services,Wicklow,3496.0,136640.0,41725.0,2.5585480093676813
2016,Banking and financial services,Wicklow,3177.0,142425.0,43075.0,2.230647709320695
2011,Banking and financial services,Clare,1529.0,117196.0,38592.0,1.3046520359056624
2016,Banking and financial services,Clare,1381.0,118817.0,39716.0,1.1622915912706093
2011,Banking and financial services,Cork,6379.0,519032.0,39169.0,1.2290186346891905
2016,Banking and financial services,Cork,5715.0,542868.0,41122.0,1.0527421030526758
2011,Banking and financial services,Kerry,1752.0,145502.0,34455.0,1.2041071600390374
2016,Banking and financial services,Kerry,1697.0,147707.0,34700.0,1.1488961254375216
2011,Banking and financial services,Limerick,2038.0,191809.0,38156.0,1.0625153147141166
2016,Banking and financial services,Limerick,2045.0,194899.0,39464.0,1.0492614123212536
2011,Banking and financial services,Tipperary,1517.0,158754.0,35722.0,0.9555664739156179
2016,Banking and financial services,Tipperary,1376.0,159553.0,36390.0,0.8624093561387125
2011,Banking and financial services,Waterford,1243.0,113795.0,36959.0,1.0923151280811987
2016,Banking and financial services,Waterford,1164.0,116176.0,37279.0,1.0019281090758847
2011,Banking and financial services,Galway,3076.0,250653.0,37499.0,1.2271945677889353
2016,Banking and financial services,Galway,2718.0,258058.0,39042.0,1.0532515946027639
2011,Banking and financial services,Leitrim,332.0,31798.0,34461.0,1.0440908233222215
2016,Banking and financial services,Leitrim,285.0,32044.0,34848.0,0.8894020721507927
2011,Banking and financial services,Mayo,1018.0,130638.0,34117.0,0.7792525911296866
2016,Banking and financial services,Mayo,797.0,130507.0,35036.0,0.6106952117510939
2011,Banking and financial services,Roscommon,658.0,64065.0,35515.0,1.0270818699758058
2016,Banking and financial services,Roscommon,561.0,64544.0,36199.0,0.8691745166088249
2011,Banking and financial services,Sligo,566.0,65393.0,36340.0,0.8655360665514658
2016,Banking and financial services,Sligo,460.0,65535.0,37071.0,0.7019150072480355
2011,Banking and financial services,Cavan,953.0,73183.0,34489.0,1.3022149952857904
2016,Banking and financial services,Cavan,805.0,76176.0,35327.0,1.0567632850241546
2011,Banking and financial services,Donegal,1769.0,161137.0,31776.0,1.097823591105705
2016,Banking and financial services,Donegal,1603.0,159192.0,31683.0,1.0069601487511934
2011,Banking and financial services,Monaghan,517.0,60483.0,32502.0,0.8547856422465817
2016,Banking and financial services,Monaghan,463.0,61386.0,32297.0,0.7542436386146678
2011,"Real estate, renting and business activities",Carlow,1408.0,54612.0,34815.0,2.578187944041603
2016,"Real estate, renting and business activities",Carlow,1760.0,56932.0,35234.0,3.0914072929108407
2011,"Real estate, renting and business activities",Dublin,82887.0,1273069.0,44243.0,6.510801849703355
2016,"Real estate, renting and business activities",Dublin,79844.0,1347359.0,46976.0,5.925963310446584
2011,"Real estate, renting and business activities",Kildare,8663.0,210312.0,42084.0,4.1191182623911144
2016,"Real estate, renting and business activities",Kildare,9202.0,222504.0,44092.0,4.1356559882069535
2011,"Real estate, renting and business activities",Kilkenny,2449.0,95419.0,36856.0,2.5665747911841454
2016,"Real estate, renting and business activities",Kilkenny,3170.0,99232.0,37338.0,3.194534021283457
2011,"Real estate, renting and business activities",Laois,2004.0,80559.0,37253.0,2.487617770826351
2016,"Real estate, renting and business activities",Laois,2360.0,84697.0,37703.0,2.7864032964567813
2011,"Real estate, renting and business activities",Longford,854.0,39000.0,33473.0,2.1897435897435895
2016,"Real estate, renting and business activities",Longford,932.0,40873.0,34144.0,2.280233895236464
2011,"Real estate, renting and business activities",Louth,3625.0,122897.0,36209.0,2.949624482290048
2016,"Real estate, renting and business activities",Louth,4138.0,128884.0,37147.0,3.2106390242388505
2011,"Real estate, renting and business activities",Meath,6863.0,184135.0,41083.0,3.7271567056778996
2016,"Real estate, renting and business activities",Meath,7486.0,195044.0,42755.0,3.838108324275548
2011,"Real estate, renting and business activities",Offaly,1593.0,76687.0,35380.0,2.0772751574582395
2016,"Real estate, renting and business activities",Offaly,1938.0,77961.0,35901.0,2.4858583137722707
2011,"Real estate, renting and business activities",Westmeath,2287.0,86164.0,37076.0,2.654240750197298
2016,"Real estate, renting and business activities",Westmeath,2561.0,88770.0,37856.0,2.8849836656528107
2011,"Real estate, renting and business activities",Wexford,3276.0,145320.0,33672.0,2.254335260115607
2016,"Real estate, renting and business activities",Wexford,4454.0,149722.0,34430.0,2.9748467159134933
2011,"Real estate, renting and business activities",Wicklow,6088.0,136640.0,41725.0,4.455503512880562
2016,"Real estate, renting and business activities",Wicklow,6341.0,142425.0,43075.0,4.452167807618045
2011,"Real estate, renting and business activities",Clare,3496.0,117196.0,38592.0,2.9830369637188983
2016,"Real estate, renting and business activities",Clare,3904.0,118817.0,39716.0,3.285725106676654
2011,"Real estate, renting and business activities",Cork,20618.0,519032.0,39169.0,3.9723947656406544
2016,"Real estate, renting and business activities",Cork,23191.0,542868.0,41122.0,4.271940876971934
2011,"Real estate, renting and business activities",Kerry,3471.0,145502.0,34455.0,2.385534219460901
2016,"Real estate, renting and business activities",Kerry,4371.0,147707.0,34700.0,2.9592368675824434
2011,"Real estate, renting and business activities",Limerick,5941.0,191809.0,38156.0,3.0973520533447334
2016,"Real estate, renting and business activities",Limerick,6588.0,194899.0,39464.0,3.3802123150965366
2011,"Real estate, renting and business activities",Tipperary,3410.0,158754.0,35722.0,2.1479773737984558
2016,"Real estate, renting and business activities",Tipperary,4340.0,159553.0,36390.0,2.7200992773561135
2011,"Real estate, renting and business activities",Waterford,3289.0,113795.0,36959.0,2.890285161913968
2016,"Real estate, renting and business activities",Waterford,4155.0,116176.0,37279.0,3.5764701831703625
2011,"Real estate, renting and business activities",Galway,8860.0,250653.0,37499.0,3.5347671881046705
2016,"Real estate, renting and business activities",Galway,8180.0,258058.0,39042.0,3.1698300382084645
2011,"Real estate, renting and business activities",Leitrim,921.0,31798.0,34461.0,2.896408579155922
2016,"Real estate, renting and business activities",Leitrim,884.0,32044.0,34848.0,2.7587067781800023
2011,"Real estate, renting and business activities",Mayo,2931.0,130638.0,34117.0,2.2436044642447066
2016,"Real estate, renting and business activities",Mayo,3308.0,130507.0,35036.0,2.5347299378577395
2011,"Real estate, renting and business activities",Roscommon,1576.0,64065.0,35515.0,2.460001560914696
2016,"Real estate, renting and business activities",Roscommon,1706.0,64544.0,36199.0,2.6431581556767476
2011,"Real estate, renting and business activities",Sligo,1577.0,65393.0,36340.0,2.411573104154879
2016,"Real estate, renting and business activities",Sligo,1811.0,65535.0,37071.0,2.763408865491722
2011,"Real estate, renting and business activities",Cavan,1478.0,73183.0,34489.0,2.0195947146195157
2016,"Real estate, renting and business activities",Cavan,1877.0,76176.0,35327.0,2.464030665826507
2011,"Real estate, renting and business activities",Donegal,3518.0,161137.0,31776.0,2.183235383555608
2016,"Real estate, renting and business activities",Donegal,3600.0,159192.0,31683.0,2.261420171867933
2011,"Real estate, renting and business activities",Monaghan,1168.0,60483.0,32502.0,1.9311211414777707
2016,"Real estate, renting and business activities",Monaghan,1541.0,61386.0,32297.0,2.510344378196983
2011,Public administration and defence,Carlow,1067.0,54612.0,34815.0,1.9537830513440269
2016,Public administration and defence,Carlow,1059.0,56932.0,35234.0,1.8601138199957845
2011,Public administration and defence,Dublin,35152.0,1273069.0,44243.0,2.761201474546941
2016,Public administration and defence,Dublin,32663.0,1347359.0,46976.0,2.4242239818786233
2011,Public administration and defence,Kildare,6636.0,210312.0,42084.0,3.1553121077256647
2016,Public administration and defence,Kildare,6144.0,222504.0,44092.0,2.761298673282278
2011,Public administration and defence,Kilkenny,2245.0,95419.0,36856.0,2.3527808926943274
2016,Public administration and defence,Kilkenny,2144.0,99232.0,37338.0,2.160593356981619
2011,Public administration and defence,Laois,2630.0,80559.0,37253.0,3.2646879926513486
2016,Public administration and defence,Laois,2543.0,84697.0,37703.0,3.0024676198684723
2011,Public administration and defence,Longford,1034.0,39000.0,33473.0,2.651282051282051
2016,Public administration and defence,Longford,928.0,40873.0,34144.0,2.2704474836689257
2011,Public administration and defence,Louth,2676.0,122897.0,36209.0,2.177433135064322
2016,Public administration and defence,Louth,2525.0,128884.0,37147.0,1.9591260358151514
2011,Public administration and defence,Meath,4978.0,184135.0,41083.0,2.7034512721644446
2016,Public administration and defence,Meath,4734.0,195044.0,42755.0,2.427144644285392
2011,Public administration and defence,Offaly,2068.0,76687.0,35380.0,2.6966760989476706
2016,Public administration and defence,Offaly,1830.0,77961.0,35901.0,2.347327509908801
2011,Public administration and defence,Westmeath,2475.0,86164.0,37076.0,2.872429320830045
2016,Public administration and defence,Westmeath,2223.0,88770.0,37856.0,2.5042244001351808
2011,Public administration and defence,Wexford,3034.0,145320.0,33672.0,2.0878062207541976
