CensusYear,Industry,County,WorkingPopulation,Population,MeanIncome,pctIndustryEmployement
2016,Public administration and defence,Wexford,2870.0,149722.0,34430.0,1.916885961982875
2011,Public administration and defence,Wicklow,2817.0,136640.0,41725.0,2.061621779859485
2016,Public administration and defence,Wicklow,2584.0,142425.0,43075.0,1.8142882218711605
2011,Public administration and defence,Clare,2637.0,117196.0,38592.0,2.250076794429844
2016,Public administration and defence,Clare,2756.0,118817.0,39716.0,2.319533400102679
2011,Public administration and defence,Cork,10998.0,519032.0,39169.0,2.118944496678432
2016,Public administration and defence,Cork,10472.0,542868.0,41122.0,1.9290140512979215
2011,Public administration and defence,Kerry,2945.0,145502.0,34455.0,2.0240271611386786
2016,Public administration and defence,Kerry,2945.0,147707.0,34700.0,1.993812073903065
2011,Public administration and defence,Limerick,3460.0,191809.0,38156.0,1.8038778159523274
2016,Public administration and defence,Limerick,3374.0,194899.0,39464.0,1.73115305876377
2011,Public administration and defence,Tipperary,3873.0,158754.0,35722.0,2.439623568540005
2016,Public administration and defence,Tipperary,3484.0,159553.0,36390.0,2.183600433711682
2011,Public administration and defence,Waterford,2125.0,113795.0,36959.0,1.867393119205589
2016,Public administration and defence,Waterford,1976.0,116176.0,37279.0,1.7008676490841483
2011,Public administration and defence,Galway,5190.0,250653.0,37499.0,2.0705916147023973
2016,Public administration and defence,Galway,4714.0,258058.0,39042.0,1.8267211247083988
2011,Public administration and defence,Leitrim,1029.0,31798.0,34461.0,3.236052581923391
2016,Public administration and defence,Leitrim,1005.0,32044.0,34848.0,3.136312570215953
2011,Public administration and defence,Mayo,3203.0,130638.0,34117.0,2.451813408043601
2016,Public administration and defence,Mayo,2882.0,130507.0,35036.0,2.2083106653282965
2011,Public administration and defence,Roscommon,2373.0,64065.0,35515.0,3.7040505736361506
2016,Public administration and defence,Roscommon,2159.0,64544.0,36199.0,3.3450049578582055
2011,Public administration and defence,Sligo,2061.0,65393.0,36340.0,3.1517134861529525
2016,Public administration and defence,Sligo,1951.0,65535.0,37071.0,2.9770351720454715
2011,Public administration and defence,Cavan,1632.0,73183.0,34489.0,2.230026098957408
2016,Public administration and defence,Cavan,1449.0,76176.0,35327.0,1.9021739130434785
2011,Public administration and defence,Donegal,3877.0,161137.0,31776.0,2.4060271694272575
2016,Public administration and defence,Donegal,3391.0,159192.0,31683.0,2.1301321674456
2011,Public administration and defence,Monaghan,1306.0,60483.0,32502.0,2.1592844270290823
2016,Public administration and defence,Monaghan,1124.0,61386.0,32297.0,1.8310363926628221
2011,Education,Carlow,1819.0,54612.0,34815.0,3.330769794184428
2016,Education,Carlow,1975.0,56932.0,35234.0,3.4690507974425633
2011,Education,Dublin,47528.0,1273069.0,44243.0,3.733340455230628
2016,Education,Dublin,50322.0,1347359.0,46976.0,3.7348620523557563
2011,Education,Kildare,7778.0,210312.0,42084.0,3.6983148845524743
2016,Education,Kildare,8822.0,222504.0,44092.0,3.9648725416172295
2011,Education,Kilkenny,3365.0,95419.0,36856.0,3.5265513157756843
2016,Education,Kilkenny,3767.0,99232.0,37338.0,3.796154466301193
2011,Education,Laois,2482.0,80559.0,37253.0,3.080971710175151
2016,Education,Laois,2806.0,84697.0,37703.0,3.312986292312597
2011,Education,Longford,1233.0,39000.0,33473.0,3.1615384615384614
2016,Education,Longford,1248.0,40873.0,34144.0,3.0533604090720035
2011,Education,Louth,4146.0,122897.0,36209.0,3.3735567182274586
2016,Education,Louth,4564.0,128884.0,37147.0,3.5411688029545947
2011,Education,Meath,6160.0,184135.0,41083.0,3.345371602356966
2016,Education,Meath,6710.0,195044.0,42755.0,3.440249379627161
2011,Education,Offaly,2249.0,76687.0,35380.0,2.9327004577046956
2016,Education,Offaly,2454.0,77961.0,35901.0,3.1477277100088505
2011,Education,Westmeath,3027.0,86164.0,37076.0,3.5130681026878974
2016,Education,Westmeath,3118.0,88770.0,37856.0,3.512447899064999
2011,Education,Wexford,4459.0,145320.0,33672.0,3.0684007707129095
2016,Education,Wexford,4915.0,149722.0,34430.0,3.28275069796022
2011,Education,Wicklow,4797.0,136640.0,41725.0,3.5106850117096013
2016,Education,Wicklow,5347.0,142425.0,43075.0,3.754256626294541
2011,Education,Clare,4299.0,117196.0,38592.0,3.668213932216117
2016,Education,Clare,4579.0,118817.0,39716.0,3.8538256310123975
2011,Education,Cork,18577.0,519032.0,39169.0,3.5791627491175886
2016,Education,Cork,20589.0,542868.0,41122.0,3.792634673622317
2011,Education,Kerry,4804.0,145502.0,34455.0,3.30167282923946
2016,Education,Kerry,5215.0,147707.0,34700.0,3.5306383583716414
2011,Education,Limerick,7186.0,191809.0,38156.0,3.746435255905614
2016,Education,Limerick,7705.0,194899.0,39464.0,3.953329673317975
2011,Education,Tipperary,5451.0,158754.0,35722.0,3.433614271136475
2016,Education,Tipperary,5849.0,159553.0,36390.0,3.665866514575094
2011,Education,Waterford,4089.0,113795.0,36959.0,3.5933037479678367
2016,Education,Waterford,4332.0,116176.0,37279.0,3.7288252306844787
2011,Education,Galway,10538.0,250653.0,37499.0,4.204218581066255
2016,Education,Galway,11117.0,258058.0,39042.0,4.30794627564346
2011,Education,Leitrim,1093.0,31798.0,34461.0,3.437323102081892
2016,Education,Leitrim,1159.0,32044.0,34848.0,3.61690176007989
2011,Education,Mayo,4190.0,130638.0,34117.0,3.2073363033726787
2016,Education,Mayo,4365.0,130507.0,35036.0,3.3446481797911223
2011,Education,Roscommon,2130.0,64065.0,35515.0,3.3247483025052684
2016,Education,Roscommon,2284.0,64544.0,36199.0,3.538671294000992
2011,Education,Sligo,2360.0,65393.0,36340.0,3.6089489700732496
2016,Education,Sligo,2517.0,65535.0,37071.0,3.8406958113984895
2011,Education,Cavan,2172.0,73183.0,34489.0,2.9679023817006684
2016,Education,Cavan,2531.0,76176.0,35327.0,3.322568788069733
2011,Education,Donegal,5811.0,161137.0,31776.0,3.606248099443331
2016,Education,Donegal,6328.0,159192.0,31683.0,3.975074124327856
2011,Education,Monaghan,1985.0,60483.0,32502.0,3.281913926227204
2016,Education,Monaghan,2237.0,61386.0,32297.0,3.644153390023784
2011,Health and social work,Carlow,2005.0,54612.0,34815.0,3.671354281110379
2016,Health and social work,Carlow,2215.0,56932.0,35234.0,3.8906063373849507
2011,Health and social work,Dublin,59885.0,1273069.0,44243.0,4.703986979496006
2016,Health and social work,Dublin,65189.0,1347359.0,46976.0,4.838279923910405
2011,Health and social work,Kildare,8632.0,210312.0,42084.0,4.104378257065693
2016,Health and social work,Kildare,9586.0,222504.0,44092.0,4.308237155287096
2011,Health and social work,Kilkenny,4910.0,95419.0,36856.0,5.145725694044163
2016,Health and social work,Kilkenny,5533.0,99232.0,37338.0,5.575822315382135
2011,Health and social work,Laois,3459.0,80559.0,37253.0,4.293747439764645
2016,Health and social work,Laois,3980.0,84697.0,37703.0,4.699103864363555
2011,Health and social work,Longford,1495.0,39000.0,33473.0,3.833333333333333
2016,Health and social work,Longford,1696.0,40873.0,34144.0,4.149438504636312
2011,Health and social work,Louth,5289.0,122897.0,36209.0,4.303603830850224
2016,Health and social work,Louth,5840.0,128884.0,37147.0,4.531206356103162
2011,Health and social work,Meath,7521.0,184135.0,41083.0,4.084503217747848
2016,Health and social work,Meath,8258.0,195044.0,42755.0,4.233916449621624
2011,Health and social work,Offaly,3030.0,76687.0,35380.0,3.9511260057115285
2016,Health and social work,Offaly,3576.0,77961.0,35901.0,4.586908839034902
2011,Health and social work,Westmeath,3753.0,86164.0,37076.0,4.355647370131377
2016,Health and social work,Westmeath,4203.0,88770.0,37856.0,4.7347076715106455
2011,Health and social work,Wexford,5586.0,145320.0,33672.0,3.8439306358381504
2016,Health and social work,Wexford,5975.0,149722.0,34430.0,3.9907294853127793
2011,Health and social work,Wicklow,5321.0,136640.0,41725.0,3.8941744730679155
2016,Health and social work,Wicklow,6387.0,142425.0,43075.0,4.484465508162191
2011,Health and social work,Clare,4484.0,117196.0,38592.0,3.8260691491177177
2016,Health and social work,Clare,4852.0,118817.0,39716.0,4.083590731965964
2011,Health and social work,Cork,23425.0,519032.0,39169.0,4.513209204827448
2016,Health and social work,Cork,25187.0,542868.0,41122.0,4.63961773396111
2011,Health and social work,Kerry,6439.0,145502.0,34455.0,4.425368723453974
2016,Health and social work,Kerry,6839.0,147707.0,34700.0,4.630112316951803
2011,Health and social work,Limerick,8145.0,191809.0,38156.0,4.246411795066968
2016,Health and social work,Limerick,8902.0,194899.0,39464.0,4.567493932754914
2011,Health and social work,Tipperary,6533.0,158754.0,35722.0,4.115171901180443
2016,Health and social work,Tipperary,7045.0,159553.0,36390.0,4.41546069331194
2011,Health and social work,Waterford,4843.0,113795.0,36959.0,4.255898765323608
2016,Health and social work,Waterford,5334.0,116176.0,37279.0,4.5913097369508336
2011,Health and social work,Galway,12497.0,250653.0,37499.0,4.985777150083981
2016,Health and social work,Galway,14272.0,258058.0,39042.0,5.530539646126065
2011,Health and social work,Leitrim,1603.0,31798.0,34461.0,5.041197559594943
2016,Health and social work,Leitrim,1722.0,32044.0,34848.0,5.373860941205842
2011,Health and social work,Mayo,5695.0,130638.0,34117.0,4.359374760789357
2016,Health and social work,Mayo,6400.0,130507.0,35036.0,4.9039515121794235
2011,Health and social work,Roscommon,2783.0,64065.0,35515.0,4.344025599001014
2016,Health and social work,Roscommon,3343.0,64544.0,36199.0,5.179412493802677
2011,Health and social work,Sligo,3846.0,65393.0,36340.0,5.881363448687169
2016,Health and social work,Sligo,4018.0,65535.0,37071.0,6.131074998092622
2011,Health and social work,Cavan,3000.0,73183.0,34489.0,4.0993126819070005
2016,Health and social work,Cavan,3234.0,76176.0,35327.0,4.245431632010082
2011,Health and social work,Donegal,6783.0,161137.0,31776.0,4.209461514115318
2016,Health and social work,Donegal,7420.0,159192.0,31683.0,4.661038243127796
2011,Health and social work,Monaghan,2417.0,60483.0,32502.0,3.9961642114313114
2016,Health and social work,Monaghan,2719.0,61386.0,32297.0,4.429348711432574
2011,"Other community, social and personal service activities",Carlow,823.0,54612.0,34815.0,1.5069947996777264
2016,"Other community, social and personal service activities",Carlow,715.0,56932.0,35234.0,1.2558842127450291
2011,"Other community, social and personal service activities",Dublin,28927.0,1273069.0,44243.0,2.272225621706286
2016,"Other community, social and personal service activities",Dublin,26591.0,1347359.0,46976.0,1.9735645807835922
2011,"Other community, social and personal service activities",Kildare,4172.0,210312.0,42084.0,1.983719426376051
2016,"Other community, social and personal service activities",Kildare,3754.0,222504.0,44092.0,1.6871606802574335
2011,"Other community, social and personal service activities",Kilkenny,1564.0,95419.0,36856.0,1.6390865550886091
2016,"Other community, social and personal service activities",Kilkenny,1479.0,99232.0,37338.0,1.4904466301193164
2011,"Other community, social and personal service activities",Laois,1253.0,80559.0,37253.0,1.5553817698829429
2016,"Other community, social and personal service activities",Laois,1120.0,84697.0,37703.0,1.3223608864540657
2011,"Other community, social and personal service activities",Longford,534.0,39000.0,33473.0,1.3692307692307693
2016,"Other community, social and personal service activities",Longford,487.0,40873.0,34144.0,1.191495608347809
2011,"Other community, social and personal service activities",Louth,2383.0,122897.0,36209.0,1.9390221079440506
2016,"Other community, social and personal service activities",Louth,2332.0,128884.0,37147.0,1.809378976443934
2011,"Other community, social and personal service activities",Meath,3480.0,184135.0,41083.0,1.8899177234094549
2016,"Other community, social and personal service activities",Meath,3406.0,195044.0,42755.0,1.7462726359180492
2011,"Other community, social and personal service activities",Offaly,1213.0,76687.0,35380.0,1.5817544042666947
2016,"Other community, social and personal service activities",Offaly,1078.0,77961.0,35901.0,1.382742653377971
2011,"Other community, social and personal service activities",Westmeath,1302.0,86164.0,37076.0,1.5110719093821086
2016,"Other community, social and personal service activities",Westmeath,1253.0,88770.0,37856.0,1.411512898501746
2011,"Other community, social and personal service activities",Wexford,2473.0,145320.0,33672.0,1.7017616295072941
2016,"Other community, social and personal service activities",Wexford,2597.0,149722.0,34430.0,1.7345480290137723
2011,"Other community, social and personal service activities",Wicklow,3344.0,136640.0,41725.0,2.447306791569087
2016,"Other community, social and personal service activities",Wicklow,3042.0,142425.0,43075.0,2.1358609794628753
2011,"Other community, social and personal service activities",Clare,1833.0,117196.0,38592.0,1.5640465544899143
2016,"Other community, social and personal service activities",Clare,1791.0,118817.0,39716.0,1.507360057904172
2011,"Other community, social and personal service activities",Cork,8556.0,519032.0,39169.0,1.6484532745572527
2016,"Other community, social and personal service activities",Cork,8614.0,542868.0,41122.0,1.5867577385294398
2011,"Other community, social and personal service activities",Kerry,2345.0,145502.0,34455.0,1.611661695371885
2016,"Other community, social and personal service activities",Kerry,2319.0,147707.0,34700.0,1.5700000677015984
2011,"Other community, social and personal service activities",Limerick,2953.0,191809.0,38156.0,1.5395523671986195
2016,"Other community, social and personal service activities",Limerick,2788.0,194899.0,39464.0,1.4304845073602226
2011,"Other community, social and personal service activities",Tipperary,2578.0,158754.0,35722.0,1.6238960908071607
2016,"Other community, social and personal service activities",Tipperary,2216.0,159553.0,36390.0,1.3888801840140894
2011,"Other community, social and personal service activities",Waterford,1822.0,113795.0,36959.0,1.601124829737686
2016,"Other community, social and personal service activities",Waterford,1752.0,116176.0,37279.0,1.5080567414956618
2011,"Other community, social and personal service activities",Galway,4374.0,250653.0,37499.0,1.7450419504254886
2016,"Other community, social and personal service activities",Galway,3979.0,258058.0,39042.0,1.5419014330111835
2011,"Other community, social and personal service activities",Leitrim,480.0,31798.0,34461.0,1.509528901188754
2016,"Other community, social and personal service activities",Leitrim,497.0,32044.0,34848.0,1.5509923854699788
2011,"Other community, social and personal service activities",Mayo,1988.0,130638.0,34117.0,1.5217624274713328
2016,"Other community, social and personal service activities",Mayo,2109.0,130507.0,35036.0,1.6160052717478754
2011,"Other community, social and personal service activities",Roscommon,907.0,64065.0,35515.0,1.4157496292827598
2016,"Other community, social and personal service activities",Roscommon,940.0,64544.0,36199.0,1.4563708477937531
2011,"Other community, social and personal service activities",Sligo,1051.0,65393.0,36340.0,1.6072056642148242
2016,"Other community, social and personal service activities",Sligo,1092.0,65535.0,37071.0,1.6662851911192493
2011,"Other community, social and personal service activities",Cavan,973.0,73183.0,34489.0,1.3295437464985036
2016,"Other community, social and personal service activities",Cavan,1051.0,76176.0,35327.0,1.3796996429321573
2011,"Other community, social and personal service activities",Donegal,2541.0,161137.0,31776.0,1.5769190192196703
2016,"Other community, social and personal service activities",Donegal,2487.0,159192.0,31683.0,1.5622644353987638
2011,"Other community, social and personal service activities",Monaghan,796.0,60483.0,32502.0,1.316072284774234
2016,"Other community, social and personal service activities",Monaghan,836.0,61386.0,32297.0,1.3618740429413874
2011,Industry not stated,Carlow,1429.0,54612.0,34815.0,2.6166410312751776
2016,Industry not stated,Carlow,2076.0,56932.0,35234.0,3.6464554205016513
2011,Industry not stated,Dublin,32941.0,1273069.0,44243.0,2.5875266776584773
2016,Industry not stated,Dublin,61164.0,1347359.0,46976.0,4.53954736636635
2011,Industry not stated,Kildare,3802.0,210312.0,42084.0,1.8077903305565066
2016,Industry not stated,Kildare,5560.0,222504.0,44092.0,2.4988314816812283
2011,Industry not stated,Kilkenny,1727.0,95419.0,36856.0,1.8099120720191997
2016,Industry not stated,Kilkenny,2427.0,99232.0,37338.0,2.445783618187681
2011,Industry not stated,Laois,2081.0,80559.0,37253.0,2.5831998907632916
2016,Industry not stated,Laois,3027.0,84697.0,37703.0,3.5739164315146934
2011,Industry not stated,Longford,943.0,39000.0,33473.0,2.417948717948718
2016,Industry not stated,Longford,1394.0,40873.0,34144.0,3.410564431287158
2011,Industry not stated,Louth,2343.0,122897.0,36209.0,1.9064745274498158
2016,Industry not stated,Louth,3893.0,128884.0,37147.0,3.0205456069023304
2011,Industry not stated,Meath,3565.0,184135.0,41083.0,1.9360795068835364
2016,Industry not stated,Meath,5575.0,195044.0,42755.0,2.858329402596337
2011,Industry not stated,Offaly,1557.0,76687.0,35380.0,2.0303310861032506
2016,Industry not stated,Offaly,2481.0,77961.0,35901.0,3.1823604109747183
2011,Industry not stated,Westmeath,1959.0,86164.0,37076.0,2.273571329093357
2016,Industry not stated,Westmeath,2950.0,88770.0,37856.0,3.3231947730088995
2011,Industry not stated,Wexford,2245.0,145320.0,33672.0,1.5448665015139003
2016,Industry not stated,Wexford,3692.0,149722.0,34430.0,2.4659034744392945
2011,Industry not stated,Wicklow,2812.0,136640.0,41725.0,2.057962529274005
2016,Industry not stated,Wicklow,4291.0,142425.0,43075.0,3.0128137616289274
2011,Industry not stated,Clare,2550.0,117196.0,38592.0,2.1758421789139564
2016,Industry not stated,Clare,3794.0,118817.0,39716.0,3.1931457619700883
2011,Industry not stated,Cork,10900.0,519032.0,39169.0,2.100063194562185
2016,Industry not stated,Cork,14575.0,542868.0,41122.0,2.6848147247581364
2011,Industry not stated,Kerry,3444.0,145502.0,34455.0,2.3669777735013953
2016,Industry not stated,Kerry,5380.0,147707.0,34700.0,3.642345995788961
2011,Industry not stated,Limerick,3771.0,191809.0,38156.0,1.9660182786000655
2016,Industry not stated,Limerick,5791.0,194899.0,39464.0,2.971282561737105
2011,Industry not stated,Tipperary,3394.0,158754.0,35722.0,2.137898887587084
2016,Industry not stated,Tipperary,4753.0,159553.0,36390.0,2.9789474343948403
2011,Industry not stated,Waterford,2444.0,113795.0,36959.0,2.147721780394569
2016,Industry not stated,Waterford,3616.0,116176.0,37279.0,3.1125189367855666
2011,Industry not stated,Galway,6174.0,250653.0,37499.0,2.463166209859846
2016,Industry not stated,Galway,8094.0,258058.0,39042.0,3.1365041967309675
2011,Industry not stated,Leitrim,703.0,31798.0,34461.0,2.2108308698660295
2016,Industry not stated,Leitrim,1005.0,32044.0,34848.0,3.136312570215953
2011,Industry not stated,Mayo,2200.0,130638.0,34117.0,1.6840429277851774
2016,Industry not stated,Mayo,3069.0,130507.0,35036.0,2.351597998574789
2011,Industry not stated,Roscommon,1301.0,64065.0,35515.0,2.0307500195114336
2016,Industry not stated,Roscommon,1533.0,64544.0,36199.0,2.3751239464551315
2011,Industry not stated,Sligo,1594.0,65393.0,36340.0,2.437569770464729
2016,Industry not stated,Sligo,1612.0,65535.0,37071.0,2.4597543297474633
2011,Industry not stated,Cavan,1517.0,73183.0,34489.0,2.0728857794843067
2016,Industry not stated,Cavan,1877.0,76176.0,35327.0,2.464030665826507
2011,Industry not stated,Donegal,2794.0,161137.0,31776.0,1.733928272215568
2016,Industry not stated,Donegal,4447.0,159192.0,31683.0,2.7934820845268606
2011,Industry not stated,Monaghan,1121.0,60483.0,32502.0,1.8534133558189905
2016,Industry not stated,Monaghan,1913.0,61386.0,32297.0,3.11634574658717
2011,All industries,Carlow,19502.0,54612.0,34815.0,35.71010034424668
2016,All industries,Carlow,21973.0,56932.0,35234.0,38.59516616314199
2011,All industries,Dublin,540729.0,1273069.0,44243.0,42.47444561135335
2016,All industries,Dublin,614776.0,1347359.0,46976.0,45.62822529110653
2011,All industries,Kildare,85587.0,210312.0,42084.0,40.69525276731713
2016,All industries,Kildare,95947.0,222504.0,44092.0,43.12147197353756
2011,All industries,Kilkenny,37273.0,95419.0,36856.0,39.062450874563766
2016,All industries,Kilkenny,41363.0,99232.0,37338.0,41.683126410835214
2011,All industries,Laois,30337.0,80559.0,37253.0,37.65811392892166
2016,All industries,Laois,33541.0,84697.0,37703.0,39.60116651121055
2011,All industries,Longford,13871.0,39000.0,33473.0,35.56666666666667
2016,All industries,Longford,15172.0,40873.0,34144.0,37.119859075673425
2011,All industries,Louth,44232.0,122897.0,36209.0,35.99111451052507
2016,All industries,Louth,50317.0,128884.0,37147.0,39.04053257192514
2011,All industries,Meath,74342.0,184135.0,41083.0,40.37363890623727
2016,All industries,Meath,83259.0,195044.0,42755.0,42.68729107278358
2011,All industries,Offaly,27536.0,76687.0,35380.0,35.90699857863784
2016,All industries,Offaly,30287.0,77961.0,35901.0,38.84891163530483
2011,All industries,Westmeath,32319.0,86164.0,37076.0,37.50870433127525
2016,All industries,Westmeath,35289.0,88770.0,37856.0,39.75329503210544
2011,All industries,Wexford,51307.0,145320.0,33672.0,35.30622075419763
2016,All industries,Wexford,57759.0,149722.0,34430.0,38.577496961034456
2011,All industries,Wicklow,52907.0,136640.0,41725.0,38.71999414519907
2016,All industries,Wicklow,59134.0,142425.0,43075.0,41.51939617342461
2011,All industries,Clare,45606.0,117196.0,38592.0,38.91429741629407
2016,All industries,Clare,49511.0,118817.0,39716.0,41.66996305242516
2011,All industries,Cork,207503.0,519032.0,39169.0,39.97884523497588
2016,All industries,Cork,230373.0,542868.0,41122.0,42.4362828532903
2011,All industries,Kerry,55767.0,145502.0,34455.0,38.32730821569463
2016,All industries,Kerry,61222.0,147707.0,34700.0,41.44827259371594
2011,All industries,Limerick,71041.0,191809.0,38156.0,37.03736529568477
2016,All industries,Limerick,77185.0,194899.0,39464.0,39.60256337898091
2011,All industries,Tipperary,60332.0,158754.0,35722.0,38.0034518815274
2016,All industries,Tipperary,63472.0,159553.0,36390.0,39.78113855584038
2011,All industries,Waterford,41942.0,113795.0,36959.0,36.857506920339205
2016,All industries,Waterford,45595.0,116176.0,37279.0,39.246488087040355
2011,All industries,Galway,100764.0,250653.0,37499.0,40.20059604313533
2016,All industries,Galway,110067.0,258058.0,39042.0,42.652039463996466
2011,All industries,Leitrim,11972.0,31798.0,34461.0,37.65016667714951
2016,All industries,Leitrim,12728.0,32044.0,34848.0,39.72038447135189
2011,All industries,Mayo,49076.0,130638.0,34117.0,37.5664048745388
2016,All industries,Mayo,51439.0,130507.0,35036.0,39.41474403671833
2011,All industries,Roscommon,24390.0,64065.0,35515.0,38.07070943572934
2016,All industries,Roscommon,25819.0,64544.0,36199.0,40.002169062964796
2011,All industries,Sligo,25434.0,65393.0,36340.0,38.89407123086569
2016,All industries,Sligo,26002.0,65535.0,37071.0,39.67650873579004
2011,All industries,Cavan,27309.0,73183.0,34489.0,37.31604334339942
2016,All industries,Cavan,30509.0,76176.0,35327.0,40.05067212770426
2011,All industries,Donegal,53277.0,161137.0,31776.0,33.063169849258706
2016,All industries,Donegal,58353.0,159192.0,31683.0,36.655736469169305
2011,All industries,Monaghan,23005.0,60483.0,32502.0,38.03548104426037
2016,All industries,Monaghan,25549.0,61386.0,32297.0,41.620239142475484
